title,brand,series,is_refurbished,current_price,old_price,discount_percent,shipping_cost,is_free_shipping,rating,rating_num,operating_system,screen_size_inches,resolution,resolution_category,is_touchscreen,ram_capacity_gb,ram_type,storage_capacity_gb,storage_type,cpu_brand,cpu_series,cpu_model,cpu_cores,gpu_brand,gpu_type,gpu_model,is_ai_pc,has_backlit_keyboard,link
"Refurbished Apple MacBook Pro MD101LL/A Intel Core i5-3210M X2 2.5GHz 4GB 500GB 13.3"", Silver (Scratch and Dent)",Apple,MacBook Pro,1,118.97,118.97,0.0,0.0,1,4.4,5,macOS,13.3,1280x800,FHD (1080p),1,4,DDR4,500,SATA SSD,Apple,Core I5,i5-3210M,2.0,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/apple-13-3-led-non-touch-screen-intel-hd-graphics-4000-4gb-memory-500gb-hdd-silver/p/2SN-0001-009J4
"HP 17 Business and Student Laptop Computer,17.3"" FHD Laptop, Intel Core I7 13th I7-1355U Upto 5.0GHz, 64GB RAM, 512 GB PCIe SSD, Intel Iris Xe, MS Office,Copilot Laptop,Windows 11 Pro, HUB",HP,Other,0,1249.79,1249.79,0.0,0.0,1,,0,Windows 11 Pro,17.3,1920x1080,FHD (1080p),1,64,DDR4,512,NVMe PCIe SSD,Intel,Core I7,i7-1355U,,Intel,Integrated,Iris Xe,0,0,https://www.newegg.com/hp-17-3-fhd-non-touch-screen-intel-core-i7-1355u-64gb-memory-512gb-ssd-silver/p/1TS-000D-1SVT0
"Lenovo IdeaPad Slim 5 16"" FHD+ Touchscreen Business AMD Ryzen AI 7 350 (Beat Core Ultra 7 255H) AMD Radeon 860M 32GB DDR5 RAM 1TB SSD Wi-Fi 7 BT 5.4 Backlit KB Webcam Copilot AI Windows 11 Pro Blue",Lenovo,IdeaPad,0,1299.0,1299.0,0.0,0.0,1,,0,Windows 11 Pro,16.0,1920x1200,FHD+ (1200p),1,32,DDR5,1024,SSD,AMD,Core Ultra 7,Core Ultra 7 255H,8.0,AMD,Integrated,Integrated Graphics,1,1,https://www.newegg.com/lenovo-16-0-wuxga-touch-screen-amd-ryzen-ai-7-350-amd-radeon-860m-32gb-memory-1-tb-ssd-blue/p/1TS-000E-1E5F1
"Dell Inspiron 15 Business Laptop, 15.6"" FHD Touchscreen, AMD Ryzen 7 7730U 8-Core Processor, AMD Radeon Graphics, 32GB DDR4  1TB PCIe SSD, Wi-Fi 5, Windows 11 Pro, Office 2024 License",Dell,Inspiron,0,879.79,879.79,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),1,32,DDR4,1024,NVMe PCIe SSD,AMD,Ryzen 7,Ryzen 7 7730U,8.0,AMD,Integrated,Radeon Graphics,0,1,https://www.newegg.com/dell-raider-15-6-fhd-touch-screen-2-00ghz-amd-radeon-graphics-32gb-memory-1tb-pcie-ssd-black/p/1TS-000A-15DK6
"HP 17-cn5037nr Business Laptop,17.3 FHD Display,Intel Core Ultra 7 255U + Intel AI Boost,64GB RAM,4TB SSD,Win 11 Pro",HP,Other,0,2079.99,2079.99,0.0,0.0,1,,0,Windows 11 Home,15.6,1920x1080,FHD (1080p),0,64,DDR4,4096,SSD,Intel,Core Ultra 7,Intel Core Ultra 7 255U,,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/hp-17-3-fhd-intel-core-ultra-7-255u-integrated-intel-graphics-64gb-ddr5-memory-4tb-ssd/p/1TS-000D-1SU57
"Acer Aspire 14 AI Portable Business Laptop 14"" WUXGA Matte Touchscreen Intel 8-core Ultra 5 226V (Up to 40 NPU TOPS - Up to 53 GPU TOPS) 16GB DDR5 1TB SSD Backlit Wi-Fi6E FHD Webcam Win11",Acer,Aspire,0,719.0,719.0,0.0,0.0,1,,0,Windows 11 Home,14.0,1920x1200,FHD+ (1200p),1,16,DDR5,1024,SSD,Intel,Core Ultra 5,core Ultra 5 226V,8.0,Intel,Integrated,Integrated Graphics,1,1,https://www.newegg.com/acer-america-14-0-yes-intel-arc-graphics-130v-16gb-memory-1-tb-ssd-grey/p/1TS-000X-061P3
"MSI Venture Pro A15 AI+ 15.6"" TouchScreen Copilot+ PC Laptop - AMD Ryzen AI 7 350 - Nvidia GeForce RTX 5050 - 16GB RAM - 1TB SSD (A3HWETG-083US)",MSI,Venture,0,1339.0,1349.0,0.7,0.0,1,4.5,10,Windows 11 Home,15.6,1920x1080,FHD (1080p),1,16,DDR5,1024,NVMe PCIe SSD,AMD,Ryzen Ai 7,Ryzen AI 7 350,8.0,NVIDIA,Dedicated,RTX 5050 Laptop GPU,1,0,https://www.newegg.com/msi/p/N82E16834156851
"Refurbished Dell Latitude 5430 Laptop Intel Core i7-1255U 16GB RAM 256GB SSD 14.0"" FHD Webcam Windows 11 Pro",Dell,Latitude,1,349.0,349.0,0.0,0.0,1,1.0,1,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,16,DDR4,256,NVMe PCIe SSD,Intel,Core I7,i7-1255U,10.0,Intel,Integrated,Iris Xe,0,1,https://www.newegg.com/dell-latitude-14-0-fhd-non-touch-screen-intel-core-i7-1265u-gray/p/N82E16834817601
"Lenovo ThinkPad P14s Gen 7 Intel Laptop, 14.5"" IPS  120Hz, Intel Core Ultra 7 366H vPro, 64GB, 2TB SSD",Lenovo,ThinkPad,0,4039.0,5599.0,27.0,0.0,1,,0,Windows 11 Home,14.5,1920x1080,FHD (1080p),0,64,DDR4,2048,SSD,Intel,Core Ultra 7,Intel Core Ultra 7 366H,,Intel,Dedicated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-14-5-gb-memory/p/1TS-000E-1ED24
"ASUS Vivobook 15 Laptop, Core 7 150U(5.4GHz, >i7 1255U), 15.6"" FHD Touchscreen, 40GB DDR5 RAM, 1TB SSD, Fingerprint for Secure Login, Backlit Keyboard, Windows 11 Pro, Blue",Asus,VivoBook,0,1359.0,1359.0,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),1,40,DDR5,1024,NVMe PCIe SSD,Intel,Other,i7 1255U,10.0,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/asus-vivobook-15-6-fhd-touch-screen-intel-core-7-150u-intel-graphics-40gb-ddr5-memory-1tb-pcie-ssd-blue/p/1TS-001A-0BRA1
"Refurbished Dell Latitude 7490 14.1-in Laptop - Intel Core i7 8650U 1.90 GHz 32GB 1TB SSD Bluetooth, Webcam Windows 11 Pro",Dell,Latitude,1,378.33,378.33,0.0,0.0,1,,0,Windows 11 Pro,14.1,1920x1080,FHD (1080p),1,32,DDR4,1024,SSD,Intel,Core I7,i7 8650U,,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/dell-latitude-14-1-non-touch-screen-1-90ghz-32gb-memory-1-tb-ssd/p/1TS-000A-0TH72
"HP Fortis Flip G1m 11.6"" Touchscreen Convertible 2 in 1 Chromebook - HD - 60 Hz - Octa-core (ARM Cortex A76 + Cortex A55) - 4 GB - 32 GB Flash Memory - English Keyboard - Jet Black - MediaTek Kom",HP,Chromebook,0,369.99,369.99,0.0,0.0,1,,0,Chrome OS,11.6,1366x768,HD,1,4,DDR4,512,SSD,Intel,Other,Other,8.0,Integrated / Other,Integrated,Integrated Graphics,0,0,https://www.newegg.com/hp-11-6-4gb-memory/p/1TS-000D-1SW81
"Chheart 2026 Flagship 15.6"" Gaming Laptop | AMD Ryzen 7 6800H | 32GB DDR5 RAM | 1TB NVMe SSD | 8C/16T Up to 4.7GHz | Wins 11 Pro | Backlit Keyboard Fingerprint | Lightweight 3.5lb | 2-Year Warranty",Chheart,Other,0,899.99,899.99,0.0,0.0,1,,0,Windows 11 Home,15.6,1920x1080,FHD (1080p),0,32,DDR5,1024,NVMe PCIe SSD,AMD,Ryzen 7,Ryzen 7 6800H,,AMD,Integrated,Integrated Graphics,0,1,https://www.newegg.com/chheart-15-6-in-32gb-memory-1-tb-ssd/p/2WC-007T-00001
"Acer Aspire 16"" AI Copilot+ PC Touchscreen Laptop - Intel Core Ultra 5 processor 226V - WUXGA (1920 x 1200) Touchscreen - 16GB RAM - 1TB SSD - Windows 11 Home - Steel Gray",Acer,Aspire,0,899.0,899.0,0.0,0.0,1,,0,Windows 11 Home,16.0,1920x1200,FHD+ (1200p),1,16,DDR4,1024,SSD,Intel,Core Ultra 5,Core Ultra 5,,Intel,Integrated,Integrated Graphics,1,0,https://www.newegg.com/acer-america-aspire-16-0-wuxga-touch-screen-16gb-memory-1tb-ssd-steel-gray/p/1TS-000X-066H7
"Refurbished Lenovo ThinkPad x260 12.5"" HD 1366 x 768 Ultrabook Notebook – 8th Gen Intel Core i5-6300U 256 GB SSD 8GB DDR4 RAM Webcam Windows 10 Pro",Lenovo,ThinkPad,1,229.2,229.2,0.0,0.0,1,,0,Windows 10 Pro,12.5,1366x768,HD,1,8,DDR4,256,SSD,Intel,Core I5,i5-6300U,2.0,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-12-5-non-touch-screen-intel-core-i5-6300u-intel-hd-graphics-8gb-memory-256-gb-ssd-black/p/1TS-000E-0WHB1
"HP 17.3"" IPS LED Full HD Business Laptop Intel core i7-1355U Intel Irix Xe Graphics 16GB DDR4 RAM 512GB SSD HDMI 1.4 USB-C Wi-Fi 6 Webcam Stereo Speaker Copilot AI Long Battery Windows 11 Pro Silver",HP,Other,0,789.0,789.0,0.0,0.0,1,,0,Windows 11 Pro,17.3,1920x1080,FHD (1080p),1,16,DDR4,512,SSD,Intel,Core I7,i7-1355U,10.0,Intel,Integrated,Iris Xe,1,1,https://www.newegg.com/hp-17-3-fhd-non-touch-screen-intel-core-i7-1355u-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-silver/p/1TS-000D-1SDT5
"Dell Inspiron 3511 15.6"" Full HD 1920 x 1080, 10th Gen Intel Core i5-1035G7 Quad Core Processor, 32GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Wifi-AC, Bluetooth,HDMI,USB, Windows 11 Pro",Dell,Inspiron,0,829.79,829.79,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),0,32,DDR4,512,SSD,Intel,Core I5,i5-1035G,,Intel,Integrated,UHD Graphics,0,0,https://www.newegg.com/dell-inspiron-15-6-full-hd-wva-display-1920-x-1080-non-touch-screen-intel-core-i5-1035g7-intel-uhd-graphics-32gb-memory-512-gb-ssd-black/p/1TS-000A-0MTD6
"Microsoft Surface Laptop 7 13.8"" Touchscreen Clamshell Notebook - Qualcomm Snapdragon X Elite X1E-80-100 - 16 GB - 512 GB SSD - Platinum - Windows 11 Pro- English Keyboard ZGZ-00001",Microsoft,Surface Laptop,0,1319.0,1319.0,0.0,0.0,1,,0,Windows 11 Pro,13.8,1920x1080,FHD (1080p),1,16,DDR4,512,SSD,Snapdragon,Other,Other,,Integrated / Other,Integrated,Integrated Graphics,0,0,https://www.newegg.com/microsoft-surface-laptop-7-13-8-touch-screen-qualcomm-snapdragon-x-elite-16gb-memory-512-gb-ssd-platinum/p/N82E16834820063
"Lenovo ThinkPad T14 Business Laptop 14.0"" Touchscreen IPS WUXGA Display (Intel Ultra 7-255U, 32GB DDR5, 512GB PCIe SSD, Intel Graphics, Backlit KB, Fingerprint, 2 Thunderbolt 4, WiFi 6E, Win 11 Pro)",Lenovo,ThinkPad,0,1499.99,1499.99,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1200,FHD+ (1200p),1,32,DDR5,512,NVMe PCIe SSD,Intel,Core Ultra 7,Core Ultra 7,,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/lenovo-thinkpad-14-0-yes-intel-graphics-32gb-memory-512-gb-ssd-black/p/1TS-000E-1DWA6
"Lenovo ThinkPad T16 Gen 4 Laptop, 16"" WUXGA Display, Intel Core Ultra 5 225U Upto 4.8GHz, 32GB RAM, 1TB SSD, Backlit keys, Fingerprint Reader, Windows 11 Pro",Lenovo,ThinkPad,0,1669.99,1669.99,0.0,0.0,1,,0,Windows 11 Pro,16.0,1920x1200,FHD+ (1200p),0,32,DDR4,1024,NVMe PCIe SSD,Intel,Core Ultra 5,Intel Core Ultra 5 225U,12.0,Intel,Integrated,UHD Graphics,0,1,https://www.newegg.com/lenovo-thinkpad-16-0-wuxga-intel-uhd-graphics-32gb-memory-1-tb-ssd-black/p/1TS-000E-1E851
"Lenovo ThinkPad E16 16"" FHD+ Touchscreen Laptop, Intel Core Ultra 7 155U, 64GB DDR5, 2TB SSD, Fingerprint Reader, Backlit Keyboard, HDMI, 1080p Webcam, Wi-Fi 6, Windows 11 Pro",Lenovo,ThinkPad,0,1689.0,1689.0,0.0,0.0,1,,0,Windows 11 Pro,16.0,1920x1200,FHD+ (1200p),1,64,DDR5,2048,NVMe PCIe SSD,Intel,Core Ultra 7,Intel Core Ultra 7 155U,,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/lenovo-16-fhd-intel-graphics-64gb-memory-2-tb-pcie-ssd-black/p/1TS-000E-1DUE9
"Lenovo Thinkpad P14s Mobile Workstation 14.0"" 60Hz IPS WUXGA Display (AMD Ryzen AI 7 350, AMD Radeon 860M shared, 64GB DDR5, 2TB PCIe SSD, Backlit KB, Fingerprint, 2 Thunderbolt 4, WiFi 7, Win 11 Pro)",Lenovo,ThinkPad,0,1931.24,1931.24,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1200,FHD+ (1200p),0,64,DDR5,2048,NVMe PCIe SSD,AMD,Ryzen Ai 7,Ryzen AI 7 350,8.0,AMD,Integrated,Integrated Graphics,0,1,https://www.newegg.com/lenovo-thinkpad-14-0-amd-radeon-860m-64-gb-memory-2-tb-ssd/p/1TS-000E-1DZE8
"Refurbished Lenovo ThinkPad X1 Carbon Gen 9 Laptop Intel Core i7-1185G7 16GB Memory 256GB SSD 14.0"" Touchscreen Windows 11 Pro",Lenovo,ThinkPad,1,876.35,876.35,0.0,0.0,1,3.8,5,Windows 11 Pro,14.0,1920x1200,FHD+ (1200p),1,16,DDR4,256,SSD,Intel,Core I7,i7-1185G,,Intel,Integrated,Iris Xe,0,0,https://www.newegg.com/lenovo-thinkpad-14-0-touch-screen-intel-core-i7-1185g7-intel-iris-xe-graphics-16gb-memory-256gb-ssd/p/N82E16834840786
"HP 15.6"" FHD Laptop, AMD Ryzen 3 3250U - 8GB RAM - 512GB SSD - Windows 10 Home in S mode - Silver",HP,Other,0,354.0,354.0,0.0,0.0,1,,0,Windows 10 Home,15.6,1920x1080,FHD (1080p),1,8,DDR4,512,SSD,AMD,Ryzen 3,Ryzen 3 3000,,AMD,Integrated,Radeon Graphics,0,0,https://www.newegg.com/hp-15-6-non-touch-screen-2-60ghz-amd-radeon-graphics-8gb-memory-512-gb-ssd-silver/p/1TS-000D-0P2B8
"Refurbished Lenovo ThinkPad T14 Gen 1 14"" Laptop i5-10210U 16GB 512GB Win 11 Pro Black",Lenovo,ThinkPad,1,299.0,299.0,0.0,0.0,1,,0,Windows 11 Home,14.0,1920x1080,FHD (1080p),0,16,DDR4,512,SSD,Intel,Other,i5-10210U,,Integrated / Other,Integrated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-14-0/p/1TS-000E-19V15
"Refurbished HP 17-cn3142ds 17.3"" Touchscreen Laptop, Intel N100 4GB Intel UHD Graphics 128GB UFS Windows 11 Home in S-Mode Moonlight Blue",HP,Other,1,254.99,299.99,15.0,0.0,1,,0,Windows 11 Home,17.3,1600x900,QHD / 3K,1,4,DDR4,128,SSD,Intel,Intel N-Series,N100,4.0,Intel,Integrated,UHD Graphics,0,1,https://www.newegg.com/hp-17-series-17-3-hd-touch-screen-intel-processor-n100-intel-uhd-graphics-4gb-ddr4-memory-128gb-ssd-moonlight-blue/p/N82E16834818436
"KurieTim Gaming Laptop AMD Ryzen 7 5825U(2.0-4.5GHz), 15.6"" FHD Display, 32GB DDR4 RAM 1TB NVMe SSD Laptop Computer with Backlit KB, Fingerprint Unlock, Webcam Switch",Kurietim,Other,0,629.99,629.99,0.0,0.0,1,3.9,13,Windows 11 Home,15.6,1920x1080,FHD (1080p),0,32,DDR4,1024,NVMe PCIe SSD,AMD,Ryzen 7,Ryzen 7 5825U,,AMD,Integrated,Integrated Graphics,0,1,https://www.newegg.com/kurietim-15-6-amd-radeon-graphics-amd-ryzen-7-5825u-fhd-1080p-32gb-memory-1-tb-ssd/p/2WC-007G-00002
"Lenovo V15 G5 Business Laptop|15.6"" Full HD Display|Intel Core i5-13420H|8GB DDR5|512GB SSD|Wifi-6|Windows 11 Pro",Lenovo,V-Series,0,619.99,619.99,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),0,8,DDR5,512,SSD,Intel,Core I5,i5-13420H,,Intel,Integrated,UHD Graphics,0,1,https://www.newegg.com/lenovo-v15-g5-15-6-fhd-1920x1080-tn-250nits-anti-glare-45-ntsc-intel-uhd-graphics-8gb-memory-512-gb-ssd-grey/p/1TS-000E-1E5Z8
"Refurbished Lenovo - Thinkpad X1 Yoga Gen 6 - Touch Screen - i7-1165G7 - 16GB - 512GB - 14"" - 1920 x 1080 - Windows 11 Pro",Lenovo,ThinkPad,1,419.99,419.99,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,16,DDR4,512,SSD,Intel,Other,i7-1165G,,Integrated / Other,Integrated,Integrated Graphics,0,0,https://www.newegg.com/lenovo-14-0-touch-screen-16gb-memory-512gb-ssd/p/1TS-000E-1ECT0
"Acer Aspire Go 15 Business 15.6"" IPS FHD Display Intel Core i7-13620H 16GB DDR5 RAM 1TB SSD Intel UHD Graphics Wi-Fi 6 BT 5.1 HDMI 2.1 Webcam Copilot AI Long-battery life Windows 11 Pro Silver",Acer,Aspire,0,799.0,799.0,0.0,0.0,1,,0,Windows 11 Pro,15.6,3840x2160,4K UHD,0,16,DDR5,1024,SSD,Intel,Core I7,i7-13620H,,Intel,Integrated,UHD Graphics,0,0,https://www.newegg.com/acer-america-15-6-fhd-non-touch-screen-intel-core-i7-13620h-intel-uhd-graphics-16gb-memory-1-tb-ssd-silver/p/1TS-000X-065P9
"ASUS Vivobook 15 Business Laptop, Intel Core 7 150U(>i7 1255U), 15.6"" FHD Touchscreen, 40GB DDR5 RAM, 2TB SSD, Fingerprint Reader for Secure Login, Backlit Keyboard, Windows 11 Home, Blue, PCO Bundle",Asus,VivoBook,0,1479.0,1479.0,0.0,0.0,1,,0,Windows 11 Home,15.6,1920x1080,FHD (1080p),1,40,DDR5,2048,SSD,Intel,Other,i7 1255U,,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/asus-vivobook-15-6-fhd-touch-screen-intel-core-7-150u-intel-graphics-40gb-ddr5-memory-2tb-pcie-ssd-blue/p/1TS-001A-0BR84
"HP 15.6 Full HD Business&Home  Laptop - with Microsoft Office Lifetime License,13th Generation Intel core i3-N305 8-Core Processor 32GB RAM, 256 GB PCIe SSD Windows 11 Pro/Xtredura Flash Drive",HP,Other,0,669.79,669.79,0.0,0.0,1,,0,Windows 11 Pro,15.6,1366x768,HD,0,32,DDR4,256,NVMe PCIe SSD,Intel,Core I3,N305,8.0,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/hp-15-6-non-touch-screen-32gb-memory-256-gb-ssd-silver/p/1TS-000D-1T1A6
"Refurbished ASUS Vivobook (Copilot+ PC) - 16 Inch WUXGA (1920x1200) Laptop, Snapdragon X (X1 26 100) Processor, 16GB LPDDR5X RAM - 1TB SSD, Backlit Keyboard, Windows 11 Home - Silver (X1607QA-IS56)",Asus,VivoBook,1,549.99,549.99,0.0,0.0,1,,0,Windows 11 Home,16.0,1920x1200,FHD+ (1200p),0,16,LPDDR5X,1024,SSD,Snapdragon,Other,Other,,Integrated / Other,Integrated,Integrated Graphics,1,1,https://www.newegg.com/asus-vivobook-16-0-wuxga-snapdragon-x-integrated-graphics-16gb-memory-1tb-ssd-silver/p/1TS-001A-0BSM5
"Lenovo ThinkPad T14 Gen 6 21QG004XUS 14"" Copilot+ PC Notebook - Intel Core Ultra 5 2nd Gen 226V - 16 GB - 256 GB SSD - Windows 11 Pro - Intel Arc Graphics - Webcam - Wi-Fi 7",Lenovo,ThinkPad,0,1519.0,1519.0,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),0,16,DDR4,256,SSD,Intel,Core Ultra 5,Intel Core Ultra 5 2nd,,Intel,Integrated,Arc Graphics,1,0,https://www.newegg.com/lenovo-14-0-arc-graphics-16gb-memory/p/1TS-000E-1E429
"HP ProBook 4 G2i 14"" Touchscreen Copilot+ PC Notebook - Intel Core Ultra 7 355 - 16 GB - 512 GB SSD - Windows 11 Pro - Webcam - Wi-Fi 7 - DG4U7UT#ABA",HP,ProBook,0,1639.99,1639.99,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1200,FHD+ (1200p),1,16,DDR5,512,SSD,Intel,Core Ultra 7,Intel Core Ultra 7 355,,Intel,Integrated,Integrated Graphics,1,0,https://www.newegg.com/hp-probook-4-g2i-14-ips-yes-core-ultra-7-355-16-gb-memory-512-gb-ssd-pike-silver/p/N82E16834818551
"Refurbished Dell Latitude 7430 - 14 Inch FHD (1920x1080) Touchscreen Laptop, Intel Core i7-1265U Processor, 16GB RAM - 256GB SSD, Intel Iris Integrated Graphics, Backlit Keyboard, Windows 11 Pro",Dell,Latitude,1,387.99,399.99,3.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,16,DDR4,256,SSD,Intel,Core I7,i7-1265U,,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/dell-latitude-14-0-fhd-touch-screen-intel-core-i7-1265u-integrated-graphics-16gb-memory-256gb-ssd/p/1TS-000A-15K20
"Refurbished Dell Latitude 7420 i7-1185G7 16GB RAM 512GB NVMe 14"" FHD Screen 1920x1080 Backlit Keyboard, Bluetooth, WIFI Win 11 Pro",Dell,Latitude,1,349.0,349.0,0.0,0.0,1,,0,Windows 11 Home,14.0,1920x1080,FHD (1080p),0,16,DDR4,512,NVMe PCIe SSD,Intel,Other,i7-1185G,,Integrated / Other,Integrated,Integrated Graphics,0,1,https://www.newegg.com/dell-14-0/p/1TS-000A-13ED8
"XPS 14 Copilot+ PC Laptop DA14260, 14"" 2K, Intel Core Ultra 7, 16 GB RAM, 512 GB SSD, Windows 11, 100 W, Graphite",Dell,XPS,0,1639.99,2099.99,21.0,0.0,1,,0,Windows 11 Home,14.0,1920x1080,FHD (1080p),1,16,LPDDR5X,512,SSD,Intel,Core Ultra 7,Core Ultra 7,,Intel,Integrated,Integrated Graphics,1,0,https://www.newegg.com/dell-xps-14-da14260-14-0-non-touch-series-3-intel-core-ultra-7-355-8-cores-up-to-4-7-ghz-intel-graphics-16-gb-lpddr5x-7467-mt-s-dual-channel-memory-graphite/p/1TS-000A-15M84
"Refurbished HP EliteBook 840 G8 Core i5-1145G7 2.6GHz, 16GB RAM, 256GB SSD, 14"" FHD, Windows 11 Pro, Autopilot",HP,EliteBook,1,459.99,599.99,23.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),0,16,DDR4,256,SSD,Intel,Core I5,i5-1145G,8.0,Integrated / Other,Integrated,Integrated Graphics,0,0,https://www.newegg.com/hp-elitebook-14-0-non-touch-screen-intel-core-i5-1145g7-intel-iris-xe-graphics-16gb-memory-256-gb-ssd-silver/p/N82E16834818267
"DELL DC 16"" FHD+ Touchscreen Laptop,Intel Core 7 150U Beat i7-1355U,32GB DDR5 RAM,1TB SSD, Backlit Keyboard ,Windows 11 Pro/HUB",Dell,Other,0,1229.79,1229.79,0.0,0.0,1,,0,Windows 11 Pro,16.0,1920x1080,FHD (1080p),1,32,DDR5,1024,SSD,Intel,Other,i7-1355U,,Intel,Integrated,Integrated Graphics,0,1,https://www.newegg.com/dell-16-0-fhd-touch-screen-intel-core-7-150u-32gb-ddr5-memory-1tb-ssd-blue/p/1TS-000A-15MU2
"Refurbished Apple MacBook Air 11.6"" (Core i5, 1.4GHz, 4GB RAM, 256GB SSD)  MD711LL/B  macOS  Ultra-Portable",Apple,MacBook Air,1,149.99,149.99,0.0,0.0,1,,0,macOS,11.6,1920x1080,FHD (1080p),0,4,DDR4,256,SSD,Apple,Core I5,Core i5,,Apple,Integrated,Integrated Graphics,0,0,https://www.newegg.com/apple-11-6/p/2SN-0001-03A71
"Lenovo V15 Gen 5 15.6 FHD Business Laptop, 16GB DDR5 RAM, 512GB Storage, Intel Core i3-1315U, Windows 11 Pro, RJ-45, AI Copilot Key, Webcam w/Shutter, Security Chip Discrete TPM 2.0, Black",Lenovo,V-Series,0,529.0,529.0,0.0,0.0,1,,0,Windows 11 Pro,15.6,1920x1080,FHD (1080p),0,16,DDR5,512,NVMe PCIe SSD,Intel,Core I3,i3-1315U,6.0,Intel,Integrated,UHD Graphics,0,1,https://www.newegg.com/lenovo-v-series-15-6-fhd-intel-core-i3-1315u-intel-uhd-graphics-16gb-ddr5-memory-512gb-pcie-ssd-black/p/1TS-000E-1EA09
"Refurbished Lenovo ThinkPad T14 Gen 2 Laptop Intel Core i5-1145G7 16GB Memory 256GB SSD 14.0"" FHD Touchscreen Windows 11 Pro",Lenovo,ThinkPad,1,682.09,682.09,0.0,0.0,1,,0,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,16,DDR4,256,SSD,Intel,Core I5,i5-1145G,4.0,Intel,Integrated,Iris Xe,0,1,https://www.newegg.com/lenovo-thinkpad-14-0-touch-screen-intel-core-i5-1145g7-intel-iris-xe-graphics-16gb-memory-256-gb-ssd-storm-gray/p/N82E16834840751
"Dell Latitude 5510 Notebook, 15.6"" FHD Display, Intel Core i5-10210U Upto 4.2GHz, 16GB RAM, 500GB PCIe-NVMe, HDMI, DisplayPort via USB-C, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Dell,Latitude,0,1299.99,1299.99,0.0,0.0,1,,0,Windows 10 Pro,15.6,1920x1080,FHD (1080p),1,16,DDR4,500,NVMe PCIe SSD,Intel,Core I5,i5-10210U,,Intel,Integrated,UHD Graphics,0,0,https://www.newegg.com/dell-latitude-15-6-fhd-non-touch-screen-1-60ghz-intel-uhd-graphics-16gb-memory-500-gb-ssd-dark-gray/p/1TS-000A-0MZB3
"Refurbished Dell Latitude 5430 Laptop Intel Core i7-1255U 16GB RAM 256 SSD 14.0"" FHD Touchscreen Windows 11 Pro",Dell,Latitude,1,324.99,499.99,35.0,0.0,1,1.0,1,Windows 11 Pro,14.0,1920x1080,FHD (1080p),1,16,DDR4,256,NVMe PCIe SSD,Intel,Core I7,i7-1255U,10.0,Intel,Integrated,Iris Xe,0,1,https://www.newegg.com/dell-latitude-14-0-fhd-touch-screen-intel-core-i7-1255u-intel-iris-xe-graphics-16gb-ddr4-memory-256gb-nvme-ssd-gray/p/N82E16834817602
"Dell Pro 16 PC16250 16"" Notebook - Intel Core Ultra 5 235U - 32 GB - 512 GB SSD - Windows 11 Pro - Webcam - 8.70 Hours Battery - IEEE 802.11ax Wireless LAN Standard  3HN1W",Dell,Dell Pro,0,1649.99,2109.14,21.0,0.0,1,,0,Windows 11 Pro,16.0,1920x1080,FHD (1080p),0,32,DDR4,512,SSD,Intel,Core Ultra 5,Intel Core Ultra 5 235U,,Intel,Integrated,Integrated Graphics,0,0,https://www.newegg.com/dell-pro-16-16-0-fhd-non-touch-screen-intel-core-ultra-5-235u-intel-graphics-32gb-memory-512-gb-ssd/p/N82E16834817349
